Time,CRCErrors_Current_Value,CRCErrors_Severity,CRCErrors_Min_Current_Value,CRCErrors_Max_Current_Value,DownlinkJitter_Current_Value,DownlinkJitter_Severity,DownlinkJitter_Warning.Threshold,DownlinkJitter_Critical.Threshold,DownlinkJitter_Min_Current_Value,DownlinkJitter_Max_Current_Value,DownlinkRSSI_Current_Value,DownlinkRSSI_Severity,DownlinkRSSI_Warning.Threshold,DownlinkRSSICritical.Threshold,DownlinkRSSI_Min_Current_Value,DownlinkRSSI_Max_Current_Value,DownlinkUtilization_Current_Value,DownlinkUtilization_Severity,DownlinkUtilization_Min_Current_Value,DownlinkUtilization_Max_Current_Value,Frequency_Current_Value,Frequency_Severity,Frequency_Min_Current_Value,Frequency_Max_Current_Value,Latency_Current_Value,Latency_Severity,Latency_Warning.Threshold,Latency_Critical.Threshold,Latency_Min_Current_Value,Latency_Max_Current_Value,PacketDrop_Current_Value,PacketDrop_Severity,PacketDrop_Warning.Threshold,PacketDrop_Critical.Threshold,PacketDrop_Min_Current_Value,PacketDrop_Max_Current_Value,SessionUptime_Current_Value,SessionUptime_Severity,SessionUptime_Min_Current_Value,SessionUptime_Max_Current_Value,SSBeacon_Current_Value,SSBeacon_Severity,SSBeacon_Warning.Threshold,SSBeacon_Critical.Threshold,SSBeacon_Min_Current_Value,SSBeacon_Max_Current_Value,SSProvisoningState_Current_Value,SSProvisoningState_Severity,SSProvisoningState_Min_Current_Value,SSProvisoningState_Max_Current_Value,UplinkJitter_Current_Value,UplinkJitter_Severity,UplinkJitter_Warning.Threshold,UplinkJitter_Critical.Threshold,UplinkJitter_Min_Current_Value,UplinkJitter_Max_Current_Value,UplinkRSSI_Current_Value,UplinkRSSI_Severity,UplinkRSSI_Warning.Threshold,UplinkRSSI_Critical.Threshold,UplinkRSSI_Min_Current_Value,UplinkRSSI_Max_Current_Value,UplinkUtilization_Current_Value,UplinkUtilization_Severity,UplinkUtilization_Min_Current_Value,UplinkUtilization_Max_Current_Value,Uptime_Current_Value,Uptime_Severity,Uptime_Min_Current_Value,Uptime_Max_Current_Value
01/11/17 3:45,4,ok,4,4,9,warning,6,10,9,9,-56,ok,-75,Crititcal.Threshold,-56,-56,0,ok,0,0,5865,ok,5865,5865,39.112,warning,20,41,39.112,39.112,0,up,10,20,0,0,7245,ok,7245,7245,99,ok,80,60,99,99,normal,ok,normal,normal,2,ok,6,10,2,2,-59,ok,-75,-80,-59,-59,0,ok,0,0,1343279,ok,1343279,1343279
01/11/17 3:55,4,ok,4,4,4,ok,6,10,4,4,-57,ok,-75,Crititcal.Threshold,-57,-57,0,ok,0,0,5865,ok,5865,5865,38.482,warning,20,41,38.482,38.482,0,up,10,20,0,0,281,ok,281,281,100,ok,80,60,100,100,normal,ok,normal,normal,2,ok,6,10,2,2,-59,ok,-75,-80,-59,-59,0,ok,0,0,1343867,ok,1343867,1343867
01/11/17 4:00,4,ok,4,4,7,warning,6,10,7,7,-58,ok,-75,Crititcal.Threshold,-58,-58,0,ok,0,0,5865,ok,5865,5865,39.186,warning,20,41,39.186,39.186,0,up,10,20,0,0,576,ok,576,576,100,ok,80,60,100,100,normal,ok,normal,normal,2,ok,6,10,2,2,-59,ok,-75,-80,-59,-59,0,ok,0,0,1344163,ok,1344163,1344163
01/11/17 4:05,4,ok,4,4,4,ok,6,10,4,4,-58,ok,-75,Crititcal.Threshold,-58,-58,0,ok,0,0,5865,ok,5865,5865,39.374,warning,20,41,39.374,39.374,0,up,10,20,0,0,871,ok,871,871,99,ok,80,60,99,99,normal,ok,normal,normal,4,ok,6,10,4,4,-60,ok,-75,-80,-60,-60,0,ok,0,0,1344458,ok,1344458,1344458
01/11/17 4:10,4,ok,4,4,4,ok,6,10,4,4,-57,ok,-75,Crititcal.Threshold,-57,-57,0,ok,0,0,5865,ok,5865,5865,38.88,warning,20,41,38.88,38.88,0,up,10,20,0,0,1166,ok,1166,1166,99,ok,80,60,99,99,normal,ok,normal,normal,2,ok,6,10,2,2,-60,ok,-75,-80,-60,-60,0,ok,0,0,1344752,ok,1344752,1344752
01/11/17 4:20,4,ok,4,4,5,ok,6,10,5,5,-57,ok,-75,Crititcal.Threshold,-57,-57,0,ok,0,0,5865,ok,5865,5865,39.027,warning,20,41,39.027,39.027,0,up,10,20,0,0,138,ok,138,138,99,ok,80,60,99,99,normal,ok,normal,normal,2,ok,6,10,2,2,-60,ok,-75,-80,-60,-60,0,ok,0,0,1345342,ok,1345342,1345342
01/11/17 4:25,4,ok,4,4,4,ok,6,10,4,4,-57,ok,-75,Crititcal.Threshold,-57,-57,0,ok,0,0,5865,ok,5865,5865,38.753,warning,20,41,38.753,38.753,0,up,10,20,0,0,433,ok,433,433,99,ok,80,60,99,99,normal,ok,normal,normal,3,ok,6,10,3,3,-60,ok,-75,-80,-60,-60,0,ok,0,0,1345637,ok,1345637,1345637
01/11/17 4:30,4,ok,4,4,4,ok,6,10,4,4,-57,ok,-75,Crititcal.Threshold,-57,-57,0,ok,0,0,5865,ok,5865,5865,39.912,warning,20,41,39.912,39.912,0,up,10,20,0,0,208,ok,208,208,99,ok,80,60,99,99,normal,ok,normal,normal,2,ok,6,10,2,2,-60,ok,-75,-80,-60,-60,0,ok,0,0,1345932,ok,1345932,1345932
01/11/17 4:35,4,ok,4,4,6,warning,6,10,6,6,-57,ok,-75,Crititcal.Threshold,-57,-57,0,ok,0,0,5865,ok,5865,5865,38.652,warning,20,41,38.652,38.652,0,up,10,20,0,0,4,ok,4,4,0,critical,80,60,0,0,normal,ok,normal,normal,10,warning,6,10,10,10,-60,ok,-75,-80,-60,-60,0,ok,0,0,1346227,ok,1346227,1346227
01/11/17 4:45,4,ok,4,4,6,warning,6,10,6,6,-58,ok,-75,Crititcal.Threshold,-58,-58,0,ok,0,0,5865,ok,5865,5865,39.511,warning,20,41,39.511,39.511,0,up,10,20,0,0,84,ok,84,84,100,ok,80,60,100,100,normal,ok,normal,normal,1,ok,6,10,1,1,-60,ok,-75,-80,-60,-60,0,ok,0,0,1346817,ok,1346817,1346817
01/11/17 4:50,4,ok,4,4,5,ok,6,10,5,5,-57,ok,-75,Crititcal.Threshold,-57,-57,0,ok,0,0,5865,ok,5865,5865,39.327,warning,20,41,39.327,39.327,0,up,10,20,0,0,380,ok,380,380,99,ok,80,60,99,99,normal,ok,normal,normal,2,ok,6,10,2,2,-60,ok,-75,-80,-60,-60,0,ok,0,0,1347113,ok,1347113,1347113
01/11/17 4:55,4,ok,4,4,5,ok,6,10,5,5,-57,ok,-75,Crititcal.Threshold,-57,-57,0,ok,0,0,5865,ok,5865,5865,39.061,warning,20,41,39.061,39.061,0,up,10,20,0,0,674,ok,674,674,99,ok,80,60,99,99,normal,ok,normal,normal,3,ok,6,10,3,3,-60,ok,-75,-80,-60,-60,0,ok,0,0,1347407,ok,1347407,1347407
01/11/17 5:00,4,ok,4,4,7,warning,6,10,7,7,-57,ok,-75,Crititcal.Threshold,-57,-57,0,ok,0,0,5865,ok,5865,5865,39.048,warning,20,41,39.048,39.048,0,up,10,20,0,0,969,ok,969,969,100,ok,80,60,100,100,normal,ok,normal,normal,2,ok,6,10,2,2,-60,ok,-75,-80,-60,-60,0,ok,0,0,1347702,ok,1347702,1347702
